instituição,granularidade:,MAE,RMSE,NRMSE,SMAPE
189,diária,0.11968134343624115,0.13567857829958616,0.2414930909872055,71.73304748535156
189,horária,0.01344031747430563,0.024318333342610784,0.07599490135908127,87.05475616455078
68,diária,0.08470682054758072,0.10292482925618157,0.42372927069664,26.0065975189209
68,horária,0.03811374679207802,0.04807064933603045,0.14048227667808533,15.630311012268066
217,diária,0.20410335063934326,0.27359106656190424,0.21727292239665985,44.12112808227539
217,horária,0.02835405059158802,0.05983234060204639,0.05866261571645737,63.929962158203125
198,diária,0.08918410539627075,0.09695728022595396,0.44807806611061096,52.868717193603516
198,horária,0.017015038058161736,0.029898552707223885,0.07902424037456512,53.969444274902344
150,diária,0.1854076087474823,0.2335686162995538,0.2047785222530365,30.18001365661621
150,horária,0.038760386407375336,0.06964030085632227,0.09754414856433868,59.79151916503906
130,diária,0.13788293302059174,0.17710066574955377,0.23049576580524445,13.865782737731934
130,horária,0.05582336336374283,0.07314870909001091,0.1277884542942047,21.35102081298828
64,diária,0.10064118355512619,0.12660448914287467,0.23984405398368835,25.171398162841797
64,horária,0.029307380318641663,0.04720141338732205,0.10993678122758865,37.02219009399414
3,diária,0.09845345467329025,0.11161852906251864,0.3533163070678711,53.099613189697266
3,horária,0.04102124273777008,0.06345176946182653,0.09954724460840225,21.74891471862793
41,diária,0.10741710662841797,0.12114578328933841,0.24076896905899048,40.31733703613281
41,horária,0.022019492462277412,0.03328867018055977,0.12133322656154633,50.34974670410156
117,diária,0.12033230811357498,0.14306187541153714,0.262995183467865,44.95319747924805
117,horária,0.032269690185785294,0.0560409789153238,0.07742875069379807,55.647132873535156
238,diária,0.055405717343091965,0.07692690622917989,0.2230677753686905,9.750014305114746
238,horária,0.07783787697553635,0.09908798209678596,0.14372247457504272,21.220829010009766
152,diária,0.09455718100070953,0.09611171965327546,0.8889158368110657,72.12491607666016
152,horária,0.017092570662498474,0.024961970506404817,0.10225165635347366,60.53236770629883
151,diária,0.0899662896990776,0.09672850522653138,0.702353835105896,54.27201843261719
151,horária,0.012573514133691788,0.018670827572365507,0.11247573792934418,71.27548217773438
125,diária,0.10810954123735428,0.1264513443034647,0.2530473470687866,11.953624725341797
125,horária,0.07261551916599274,0.10667054381936157,0.09774833172559738,20.4724063873291
74,diária,0.09484896063804626,0.11469969927535091,0.41904905438423157,39.50041198730469
74,horária,0.025168124586343765,0.046746878568523054,0.0722627267241478,23.77657699584961
96,diária,0.12373893707990646,0.14939298668111686,0.21748441457748413,30.580801010131836
96,horária,0.022342100739479065,0.050883135921809826,0.06161465495824814,34.40781784057617
239,diária,0.09859457612037659,0.11467753046084718,0.23204392194747925,45.212486267089844
239,horária,0.01705857180058956,0.025154247983575014,0.11074021458625793,58.6733283996582
248,diária,0.10850914567708969,0.12134954523187785,0.29853975772857666,62.10138702392578
248,horária,0.016943445429205894,0.026768953595246125,0.08237410336732864,61.26140213012695
10,diária,0.0932529866695404,0.10540445451934775,0.271390825510025,36.73295593261719
10,horária,0.025707246735692024,0.03937283859110793,0.08407279849052429,28.823572158813477
70,diária,0.12340543419122696,0.15102169847584845,0.27393171191215515,57.39398193359375
70,horária,0.017338383942842484,0.03490280981184945,0.0774693414568901,64.5018081665039
119,diária,0.1229199469089508,0.14981400188549415,0.2779958248138428,11.655059814453125
119,horária,0.055191464722156525,0.07651984074889434,0.10278555005788803,11.900075912475586
94,diária,0.14772215485572815,0.19218043027450712,0.2173653244972229,29.595359802246094
94,horária,0.025307627394795418,0.038145710733521986,0.11583568900823593,24.526573181152344
4,diária,0.13520577549934387,0.15134797743446807,0.4826980233192444,62.30706024169922
4,horária,0.014655416831374168,0.024360948244878125,0.09984322637319565,71.93085479736328
203,diária,0.10273583978414536,0.11340269616225239,0.529655396938324,79.51431274414062
203,horária,0.017048850655555725,0.022397636278163453,0.13058972358703613,63.470726013183594
115,diária,0.10795315355062485,0.11586394316425463,0.6528727412223816,70.10313415527344
115,horária,0.013583095744252205,0.03191532675586384,0.06260917335748672,73.5346908569336
169,diária,0.1352427899837494,0.17094416415319288,0.21472644805908203,18.466598510742188
169,horária,0.029181625694036484,0.04295845070863207,0.11766739934682846,28.805805206298828
72,diária,0.10384770482778549,0.11422820400454149,0.33424898982048035,50.60552978515625
72,horária,0.014483544044196606,0.024864991542010054,0.1163228377699852,76.86540222167969
249,diária,0.09012230485677719,0.09448541838554161,0.35071927309036255,64.97158813476562
249,horária,0.014040444046258926,0.01829903399605831,0.12229742854833603,86.03356170654297
213,diária,0.09137404710054398,0.09822208983902202,0.6365110874176025,67.91210174560547
213,horária,0.01108134351670742,0.013902456282276512,0.12074442952871323,60.19207763671875
50,diária,0.10024963319301605,0.11114673309429729,0.250289648771286,38.32761764526367
50,horária,0.0345396026968956,0.047862236622997045,0.10470197349786758,14.090524673461914
192,diária,0.3632255494594574,0.41396161415836286,0.32842040061950684,24.399816513061523
192,horária,0.10135354846715927,0.13052933622486554,0.09592058509588242,31.49822425842285
54,diária,0.11334571242332458,0.13363899390613346,0.2943694293498993,50.87760543823242
54,horária,0.01556316390633583,0.028635104745962123,0.09756974130868912,54.90675735473633
223,diária,0.10380475968122482,0.12439231383038894,0.2497107982635498,46.56349563598633
223,horária,0.025980232283473015,0.04482602955187792,0.09681136906147003,59.991817474365234
168,diária,0.10010119527578354,0.11938282705656035,0.30220991373062134,14.615413665771484
168,horária,0.04543597996234894,0.07215276810991778,0.08852943778038025,21.148221969604492
178,diária,0.10747583955526352,0.13562454642162858,0.2608066201210022,10.910164833068848
178,horária,0.03811128810048103,0.05010874116224316,0.10124339908361435,18.144941329956055
83,diária,0.10919187217950821,0.13235189704409142,0.2445962131023407,16.13542366027832
83,horária,0.07755760848522186,0.09814639587908489,0.1678827702999115,48.10641860961914
66,diária,0.13432744145393372,0.21753991440400536,0.17920395731925964,17.773826599121094
66,horária,0.028170444071292877,0.06315714726313242,0.06583119183778763,27.401506423950195
164,diária,0.08691480755805969,0.10683443532163116,0.25662603974342346,17.764293670654297
164,horária,0.019379988312721252,0.028371004045056547,0.11430076509714127,28.061803817749023
265,diária,0.1303863674402237,0.16987499050641403,0.21788418292999268,36.6593017578125
265,horária,0.025597255676984787,0.04561215510966475,0.09010173380374908,72.17811584472656
69,diária,0.10026760399341583,0.12699321700646582,0.20356380939483643,25.23202896118164
69,horária,0.03547436743974686,0.05531317349134327,0.11614925414323807,25.033893585205078
55,diária,0.09432943910360336,0.11433560013924923,0.22723840177059174,19.150293350219727
55,horária,0.03451770544052124,0.060739399548544036,0.06596429646015167,15.805472373962402
42,diária,0.1157037541270256,0.1349670314931135,0.272391676902771,47.846527099609375
42,horária,0.016885820776224136,0.03142343390845407,0.07981900870800018,55.34733963012695
39,diária,0.09750934690237045,0.10278424513916115,0.5190432667732239,76.30857849121094
39,horária,0.00946815125644207,0.01614636218771241,0.11298516392707825,75.31623077392578
65,diária,0.10939609259366989,0.12297313236439948,0.37113144993782043,70.0504379272461
65,horária,0.01134275272488594,0.02244823034163964,0.07753537595272064,73.05193328857422
172,diária,0.23871023952960968,0.2937231269678327,0.2974342405796051,26.103443145751953
172,horária,0.11557721346616745,0.15026983141259898,0.17310446500778198,50.14826583862305
62,diária,0.11544225364923477,0.1312751073324135,1.6943857669830322,58.9371452331543
62,horária,0.011230266653001308,0.022876623413239205,0.19545230269432068,56.55394744873047
12,diária,0.1387166529893875,0.17146237108355478,0.2582545280456543,45.587860107421875
12,horária,0.03909996524453163,0.16937734236276442,0.049137379974126816,42.69338607788086
114,diária,0.10661663115024567,0.11706468186124702,0.3258311450481415,61.43754196166992
114,horária,0.009532980620861053,0.016993445762273258,0.05745069310069084,63.361995697021484
173,diária,0.09173466265201569,0.10012110458760332,0.29634833335876465,50.03325271606445
173,horária,0.017611443996429443,0.03405990046022237,0.06824178993701935,64.27201080322266
218,diária,0.16650588810443878,0.20187303884634258,0.3044074773788452,22.092065811157227
218,horária,0.055419646203517914,0.09747310631260991,0.09240172058343887,27.320634841918945
165,diária,0.12862932682037354,0.17527398986933407,0.20827604830265045,55.26810836791992
165,horária,0.01799105852842331,0.04869191483156653,0.08264923840761185,41.01819610595703
6,diária,0.11536945402622223,0.12498655097851784,0.3922997713088989,30.69662094116211
6,horária,0.026494888588786125,0.04404717005591608,0.11911144107580185,52.49824523925781
9,diária,0.11351834237575531,0.13506222993778694,0.4335658550262451,49.054649353027344
9,horária,0.020737992599606514,0.048492064333581525,0.06168484687805176,27.08649253845215
132,diária,0.09698110818862915,0.10002230157127455,0.7980513572692871,64.0317153930664
132,horária,0.008445115759968758,0.011202485138293647,0.10608482360839844,57.0469970703125
38,diária,0.08442291617393494,0.08550440232528919,2.6212637424468994,96.9920654296875
38,horária,0.003532663220539689,0.004694743872055173,0.12232183665037155,92.8933334350586
8,diária,0.1532321274280548,0.17264653023162962,0.3082454204559326,74.08417510986328
8,horária,0.015253136865794659,0.026182445839576646,0.09060219675302505,84.79171752929688
53,diária,0.07838695496320724,0.0940271393950936,0.5339009165763855,25.347286224365234
53,horária,0.03632168471813202,0.048144574677948776,0.0967424288392067,14.458124160766602
102,diária,0.12542258203029633,0.14049974797521503,0.22754301130771637,57.31694030761719
102,horária,0.011902302503585815,0.021881982687255754,0.06591574102640152,72.46267700195312
105,diária,0.08263617753982544,0.09841010946335454,0.5550224781036377,32.705543518066406
105,horária,0.025295879691839218,0.03806310054602036,0.10734804719686508,26.732271194458008
0,diária,0.07617764919996262,0.09318770222670719,0.1713401973247528,27.132753372192383
0,horária,0.1253521740436554,0.14674586798051203,0.2094493955373764,23.963153839111328
143,diária,0.1340731829404831,0.16503821039826314,0.21411177515983582,23.528470993041992
143,horária,0.02328021265566349,0.050004334559907195,0.0550801120698452,45.25954818725586
222,diária,0.10570725053548813,0.12036951822577166,0.425642192363739,50.854373931884766
222,horária,0.020229483023285866,0.040883462998663925,0.06655051559209824,63.69850540161133
200,diária,0.12030447274446487,0.13212937089227939,0.27327585220336914,22.769296646118164
200,horária,0.02462206594645977,0.04589166489813647,0.06274797767400742,35.26275634765625
175,diária,0.10249584168195724,0.12390603869421356,0.22916321456432343,23.15467071533203
175,horária,0.03997242450714111,0.06719972089027587,0.08918255567550659,28.02199935913086
133,diária,0.12850739061832428,0.17029921519236685,0.2571217119693756,31.596195220947266
133,horária,0.01822866126894951,0.04083648086514397,0.07326961308717728,41.6136360168457
235,diária,0.1078069880604744,0.11959036770745866,0.28411778807640076,51.8587760925293
235,horária,0.02445147931575775,0.044553918673674406,0.0798758789896965,51.17470169067383
193,diária,0.092476487159729,0.11996537205639803,0.22666749358177185,20.988004684448242
193,horária,0.06872135400772095,0.08729625902305094,0.13941185176372528,21.96192169189453
147,diária,0.12809063494205475,0.1438141314357213,0.26231423020362854,48.90286636352539
147,horária,0.019744738936424255,0.05356625446987131,0.04750126227736473,63.59409713745117
5,diária,0.2398378998041153,0.3866741462955582,0.2604118883609772,46.64863204956055
5,horária,0.03720343858003616,0.15471498360823646,0.07562234252691269,75.36500549316406
284,diária,0.11437763273715973,0.1300226047239135,0.38687142729759216,81.99491882324219
284,horária,0.0467710979282856,0.06281853506882477,0.1967240422964096,73.53543853759766
45,diária,0.1641201674938202,0.19364087007806113,0.28814828395843506,54.4313850402832
45,horária,0.02203112095594406,0.07368640024777637,0.049575939774513245,73.39464569091797
52,diária,0.09600446373224258,0.11794424892036198,0.17269115149974823,17.118568420410156
52,horária,0.03364494815468788,0.04490859675082474,0.13608099520206451,20.921934127807617
67,diária,0.09489096701145172,0.11393519443265523,0.39721548557281494,44.53159713745117
67,horária,0.03066125512123108,0.04262958586210586,0.11968613415956497,27.748260498046875
75,diária,0.09241677820682526,0.1023899765666476,0.3672110438346863,26.782697677612305
75,horária,0.03452957049012184,0.048006187439395887,0.12915119528770447,22.135906219482422
25,diária,0.11695124208927155,0.1403679352491616,0.29528647661209106,12.107497215270996
25,horária,0.024260839447379112,0.0373708912073482,0.0822320356965065,24.869359970092773
126,diária,0.09507186710834503,0.11928650258207009,0.23964127898216248,14.57662296295166
126,horária,0.03420574218034744,0.05038502286849852,0.10168658941984177,20.839073181152344
31,diária,0.14907477796077728,0.23336191569970377,0.2781928479671478,35.25337600708008
31,horária,0.023140452802181244,0.035298813408239774,0.1574987918138504,50.35922622680664
59,diária,0.101542629301548,0.1176250712559694,0.31438103318214417,33.87799835205078
59,horária,0.038685910403728485,0.05166829212785745,0.13490960001945496,25.55588722229004
180,diária,0.1782388687133789,0.1937852273725718,0.28886085748672485,45.77156448364258
180,horária,0.028367817401885986,0.059080866731248766,0.06826215237379074,47.91085433959961
71,diária,0.10354956239461899,0.12044024636785224,0.3156771659851074,54.91283416748047
71,horária,0.013978380709886551,0.021619481663706846,0.11686253547668457,61.53481674194336
232,diária,0.10883624106645584,0.12851701840048235,0.20727530121803284,21.270282745361328
232,horária,0.029450081288814545,0.04864088636809678,0.0856916755437851,29.67089080810547
46,diária,0.10531377792358398,0.11514249064025925,0.29957279562950134,52.7761116027832
46,horária,0.01667347550392151,0.02825784473619054,0.06276727467775345,68.75712585449219
205,diária,0.10904379189014435,0.13132286546876157,0.30676791071891785,30.979305267333984
205,horária,0.02780984900891781,0.046625673794639756,0.10061673820018768,46.47487258911133
144,diária,0.09478799253702164,0.10739985587122151,0.2965547740459442,24.555770874023438
144,horária,0.021280579268932343,0.03003499996489696,0.12105654925107956,46.33988571166992
215,diária,0.16406282782554626,0.21634548897315017,0.24617932736873627,27.820735931396484
215,horária,0.039605967700481415,0.0805412021863016,0.1171853318810463,37.473167419433594
112,diária,0.10446485131978989,0.110491242243482,0.627681314945221,76.15713500976562
112,horária,0.009377633221447468,0.014228178526263239,0.11020226776599884,66.94332122802734
244,diária,0.09017042815685272,0.10201546637472661,0.3645513355731964,45.04866027832031
244,horária,0.013560675084590912,0.018566720599300948,0.12364800274372101,56.82653045654297
177,diária,0.09017133712768555,0.09076326383289778,1.8010609149932861,79.38040161132812
177,horária,0.009278589859604836,0.010920228396949255,0.2873726785182953,78.22605895996094
108,diária,0.14894163608551025,0.20070228582424302,0.2845497131347656,9.58991527557373
108,horária,0.09025871008634567,0.11875804070806575,0.11305972933769226,11.676068305969238
16,diária,0.09551993012428284,0.11585735979726282,0.25383347272872925,23.044692993164062
16,horária,0.023049378767609596,0.03669224502788989,0.10380803793668747,43.27781677246094
40,diária,0.08647522330284119,0.09449674315428713,0.4703666567802429,40.9839973449707
40,horária,0.02424388937652111,0.044243905465709304,0.0693509578704834,43.40300750732422
73,diária,0.12588277459144592,0.14957888867788882,0.5564624667167664,68.92512512207031
73,horária,0.010688817128539085,0.02150969070423947,0.0754128098487854,69.67933654785156
27,diária,0.09367106854915619,0.11142991665948507,0.21432854235172272,12.446178436279297
27,horária,0.045561566948890686,0.06345027966332484,0.11285796761512756,18.44649314880371
109,diária,0.11938688904047012,0.1666286929401696,0.18106193840503693,12.588390350341797
109,horária,0.06964220851659775,0.09970886740642435,0.08501949906349182,16.531057357788086
63,diária,0.1121344342827797,0.13176702888434802,0.8132637739181519,62.58826446533203
63,horária,0.01594558171927929,0.03287364366175624,0.11481265723705292,71.2018814086914
100,diária,0.11430555582046509,0.14899296730281092,0.18879207968711853,33.775001525878906
100,horária,0.02497696876525879,0.05601810913350314,0.07104772329330444,39.91953659057617
106,diária,0.09901698678731918,0.12577986331435947,0.2286430150270462,12.058198928833008
106,horária,0.029670899733901024,0.039256497795238925,0.12717534601688385,15.974264144897461
28,diária,0.1095852479338646,0.1507969605952842,0.2068757712841034,14.358785629272461
28,horária,0.020286215469241142,0.029250327524479404,0.09235087782144547,23.636011123657227
155,diária,0.1263801008462906,0.17211193313117412,0.2253410369157791,19.099456787109375
155,horária,0.03563828021287918,0.05286107472504001,0.09257667511701584,34.0405387878418
208,diária,0.12196074426174164,0.14216575037015106,0.2558400630950928,61.32050704956055
208,horária,0.023245174437761307,0.0491084942480795,0.08148900419473648,64.4581527709961
183,diária,0.09094803035259247,0.09907089333972754,0.328506201505661,32.57217788696289
183,horária,0.012232371605932713,0.02156172383313465,0.06488987803459167,40.34421157836914
32,diária,0.12367130815982819,0.16119967142812902,0.23210662603378296,11.347094535827637
32,horária,0.05635576322674751,0.08325917388835315,0.10272861272096634,14.793597221374512
252,diária,0.12601059675216675,0.17985588974003772,0.21497106552124023,34.62749099731445
252,horária,0.02703137882053852,0.06575204665385441,0.05564580112695694,67.12248229980469
228,diária,0.1611112505197525,0.21723489930224685,0.18746884167194366,27.025390625
228,horária,0.022030917927622795,0.0400636411450787,0.08476820588111877,36.619808197021484
30,diária,0.11893142759799957,0.13734901114358844,0.24650274217128754,11.324039459228516
30,horária,0.032644081860780716,0.04282791862669444,0.15254634618759155,21.88457489013672
185,diária,0.08358494192361832,0.10258781999588305,0.3680751621723175,29.935874938964844
185,horária,0.021962717175483704,0.03633370805210916,0.09892799705266953,53.55849838256836
179,diária,0.11668157577514648,0.13830846529461305,0.20758821070194244,29.539844512939453
179,horária,0.016307495534420013,0.02386876777265321,0.1124274954199791,34.58718490600586
86,diária,0.09951909631490707,0.13599429287006393,0.2274113893508911,25.88922882080078
86,horária,0.0330529510974884,0.053123074735087684,0.12113206088542938,32.81057357788086
216,diária,0.11307796835899353,0.12907732824114979,0.2141638994216919,40.51407241821289
216,horária,0.0200097244232893,0.041397114411689306,0.0697745829820633,41.7765007019043
209,diária,0.09807415306568146,0.13186524383334702,0.26184773445129395,12.855975151062012
209,horária,0.0754433423280716,0.09670437391667006,0.13825936615467072,21.373146057128906
35,diária,0.1669246405363083,0.2029741534071077,0.22132296860218048,21.110361099243164
35,horária,0.041675373911857605,0.0741850971169825,0.07234134525060654,40.01301574707031
246,diária,0.10106199979782104,0.12059650696728966,0.2073095291852951,26.48461151123047
246,horária,0.023351550102233887,0.036318498407576276,0.060729458928108215,47.024383544921875
34,diária,0.1294047087430954,0.14846364217742622,0.1882459968328476,36.145225524902344
34,horária,0.03066219761967659,0.05088241065361718,0.10048704594373703,31.68662452697754
138,diária,0.08171956241130829,0.10064264661792569,0.24564869701862335,14.404972076416016
138,horária,0.036607690155506134,0.05342104447905529,0.10782817006111145,28.19169807434082
84,diária,0.16691263020038605,0.19753240731396213,0.3172525465488434,13.819053649902344
84,horária,0.03964956849813461,0.05978520904633398,0.10286550223827362,25.126924514770508
101,diária,0.11707524955272675,0.1327940353011839,0.22814767062664032,31.232250213623047
101,horária,0.04708690941333771,0.08139149078996889,0.08158992975950241,29.093461990356445
23,diária,0.1024358943104744,0.11992024349134167,0.301000714302063,58.92829895019531
23,horária,0.036032527685165405,0.04841273765034708,0.12358676642179489,18.706064224243164
214,diária,0.0937705859541893,0.10128041671473698,0.32993084192276,64.81752014160156
214,horária,0.013777545653283596,0.0195406660092051,0.10787805914878845,74.0845718383789
136,diária,0.20832300186157227,0.29580014550841893,0.26208844780921936,27.541765213012695
136,horária,0.05579698085784912,0.1378553421008252,0.06780315190553665,34.319618225097656
48,diária,0.07297374308109283,0.08460837690305369,0.21730124950408936,15.081198692321777
48,horária,0.05192020162940025,0.0678232284927953,0.1380687952041626,13.939208030700684
79,diária,0.0946246013045311,0.11478760556847886,0.24250683188438416,20.188539505004883
79,horária,0.016444049775600433,0.02347628171383135,0.11005216091871262,29.205142974853516
167,diária,0.12188272178173065,0.16220028752427598,0.21196052432060242,29.500934600830078
167,horária,0.020170291885733604,0.057454317442201315,0.04883405566215515,37.72675704956055
82,diária,0.10190881043672562,0.13551994353003968,0.24766679108142853,19.685489654541016
82,horária,0.015519616194069386,0.02347802840319858,0.1398075371980667,54.87693405151367
145,diária,0.07363172620534897,0.0956524500685619,0.31872573494911194,21.618593215942383
145,horária,0.021558690816164017,0.03661865226236437,0.1164080873131752,23.16421890258789
22,diária,0.07513126730918884,0.0947448526009015,0.23200838267803192,26.132423400878906
22,horária,0.023339617997407913,0.03331840711492151,0.14380484819412231,24.333812713623047
190,diária,0.12028440833091736,0.14956981046148543,0.2330174595117569,38.17200469970703
190,horária,0.03344890475273132,0.0665944671766776,0.10193143784999847,58.04350280761719
107,diária,0.11823508888483047,0.1278326671284363,0.5896140933036804,68.74971771240234
107,horária,0.00877524446696043,0.013646750909354353,0.09286905080080032,80.25135040283203
221,diária,0.09209897369146347,0.10330875887388634,0.38247084617614746,56.8982048034668
221,horária,0.01219088677316904,0.015091494423823742,0.12788577377796173,72.380615234375
60,diária,0.1467713564634323,0.19595916506589206,0.2394283562898636,15.035481452941895
60,horária,0.05181102082133293,0.08180649086486654,0.11656618863344193,20.655750274658203
88,diária,0.12871746718883514,0.14046992254775592,0.23634403944015503,68.25650024414062
88,horária,0.020252734422683716,0.03170491445331466,0.10451061278581619,59.23160171508789
206,diária,0.11780751496553421,0.14447409556518814,0.2428971230983734,40.67568588256836
206,horária,0.0162403155118227,0.034320763247308934,0.08072998374700546,58.70270538330078
171,diária,0.1208430677652359,0.14513279765436465,0.25494569540023804,27.461868286132812
171,horária,0.023096101358532906,0.03510044888152652,0.07864446192979813,29.172134399414062
199,diária,0.25399526953697205,0.31690536974224276,0.21751344203948975,35.63322830200195
199,horária,0.054621171206235886,0.1250175225374067,0.09712960571050644,50.16862106323242
230,diária,0.1276545226573944,0.16628909867554895,0.24405595660209656,14.238837242126465
230,horária,0.04409894347190857,0.05910890929401413,0.10966905206441879,20.263463973999023
113,diária,0.11677666008472443,0.13972253767513657,0.2240852415561676,12.674790382385254
113,horária,0.08682563155889511,0.11874582195461068,0.12489084899425507,18.737974166870117
157,diária,0.1004742681980133,0.10943140125410178,0.6006830334663391,54.426395416259766
157,horária,0.010469432920217514,0.0146557789525546,0.12842124700546265,74.2919692993164
191,diária,0.09287600219249725,0.09981403642975557,0.3959488272666931,42.39822769165039
191,horária,0.011803751811385155,0.027330247278411778,0.05526779592037201,50.12820816040039
220,diária,0.13588663935661316,0.15864545890561874,0.27448245882987976,36.10538101196289
220,horária,0.021360354498028755,0.032991356316745726,0.12449303269386292,58.65090560913086
98,diária,0.09236378967761993,0.10365209490665506,0.6213773488998413,34.40709686279297
98,horária,0.017753727734088898,0.03027190408360943,0.09015318006277084,30.2739200592041
224,diária,0.16159182786941528,0.1937922247129039,0.22194983065128326,28.786495208740234
224,horária,0.027082888409495354,0.04304215003302199,0.07975216209888458,37.3790283203125
57,diária,0.08628948777914047,0.09718800342987526,0.32909318804740906,27.612321853637695
57,horária,0.025215856730937958,0.033116070490175335,0.14526809751987457,18.426544189453125
123,diária,0.11092330515384674,0.13839269123858514,0.2184857577085495,23.1292724609375
123,horária,0.02834068424999714,0.06241488994742742,0.08626017719507217,27.378671646118164
111,diária,0.09631815552711487,0.13787397332730036,0.19130831956863403,17.40007781982422
111,horária,0.026479113847017288,0.03414331271724076,0.11043938249349594,34.84458541870117
24,diária,0.09994472563266754,0.12914858061418108,0.23506054282188416,20.89459228515625
24,horária,0.02590371109545231,0.03954715918215031,0.09088391810655594,26.449451446533203
196,diária,0.14621223509311676,0.18507704227657362,0.22128242254257202,37.19934844970703
196,horária,0.024278732016682625,0.04677555343610426,0.11549103260040283,54.08338928222656
120,diária,0.09463001787662506,0.12554706131945625,0.3018072545528412,9.941034317016602
120,horária,0.05795858055353165,0.07741840725763054,0.08623988926410675,20.567974090576172
95,diária,0.12324351072311401,0.14485273176984267,0.20804575085639954,27.577348709106445
95,horária,0.021918416023254395,0.03241831992662763,0.09602745622396469,23.41672706604004
254,diária,0.08427592366933823,0.09829169480173944,0.2729692757129669,10.84938907623291
254,horária,0.13921932876110077,0.16611432899893702,0.227259561419487,63.32896423339844
141,diária,0.09168130904436111,0.09468394726833168,1.1224015951156616,81.7259521484375
141,horária,0.007881402038037777,0.010425080135489895,0.10661134868860245,58.902252197265625
80,diária,0.1502114087343216,0.19442125105947425,0.22944898903369904,10.984604835510254
80,horária,0.06674990803003311,0.0843937676361434,0.1188603863120079,12.458870887756348
156,diária,0.07293687015771866,0.10041783461330105,0.17154008150100708,11.193951606750488
156,horária,0.02497975341975689,0.03832920644461446,0.0952700525522232,20.226367950439453
124,diária,0.0886305570602417,0.09835960772958724,0.28669822216033936,23.752281188964844
124,horária,0.01827382482588291,0.027773462961483,0.08008695393800735,35.373626708984375
207,diária,0.1116102784872055,0.1229083249998162,0.2999434173107147,61.692935943603516
207,horária,0.016118768602609634,0.02691616654995593,0.08363524824380875,81.02900695800781
161,diária,0.0914255753159523,0.10167802146165146,0.4516887366771698,39.766239166259766
161,horária,0.013518132269382477,0.023434041433657064,0.0735059604048729,47.260311126708984
243,diária,0.08024774491786957,0.08024774010133758,32605.83203125,100.0
243,horária,0.012536559253931046,0.014538421858270246,7568.56982421875,99.72381591796875
219,diária,0.07855863124132156,0.0968203580864373,0.26117298007011414,22.493703842163086
219,horária,0.019208597019314766,0.029522111455735207,0.12175937741994858,55.82618713378906
240,diária,0.11423657834529877,0.1315338134411601,0.21707504987716675,60.078460693359375
240,horária,0.02406458370387554,0.03892366801926727,0.08362791687250137,74.73881530761719
225,diária,0.14687903225421906,0.200098032692685,0.3239758014678955,13.331905364990234
225,horária,0.10237874835729599,0.13080798036592867,0.19752147793769836,28.17424201965332
149,diária,0.11832737922668457,0.1391016920989498,0.2912253439426422,62.321834564208984
149,horária,0.026176637038588524,0.05139697900759136,0.06301756203174591,65.22039794921875
158,diária,0.1055779904127121,0.11734540552756885,0.5836434960365295,53.71293258666992
158,horária,0.01372920535504818,0.020779449114397334,0.09940291196107864,52.882266998291016
56,diária,0.08789918571710587,0.10617472439886899,0.3573095202445984,39.47420883178711
56,horária,0.029131783172488213,0.049711146587146135,0.12061477452516556,24.485393524169922
201,diária,0.13213162124156952,0.18897169430954294,0.19494056701660156,37.081912994384766
201,horária,0.015616800636053085,0.028949722217651762,0.07375756651163101,57.69854736328125
137,diária,0.12159215658903122,0.15158533558428408,0.27772998809814453,28.27518081665039
137,horária,0.026258956640958786,0.06386799432670688,0.0831417366862297,31.24665641784668
93,diária,0.12834197282791138,0.13920769130570534,0.24135512113571167,72.14539337158203
93,horária,0.016400888562202454,0.03525636081921166,0.08837611228227615,69.23919677734375
76,diária,0.11721929162740707,0.1269865725545269,0.2847807705402374,52.683685302734375
76,horária,0.019417978823184967,0.0388760303257476,0.08268824219703674,55.424766540527344
118,diária,0.11441446840763092,0.1364478356264342,0.22853688895702362,12.19916820526123
118,horária,0.08875507116317749,0.11558898013546039,0.15949997305870056,17.534832000732422
104,diária,0.11172936856746674,0.13652322957428256,0.21241959929466248,26.018604278564453
104,horária,0.03301230072975159,0.06216574486036486,0.09059114754199982,21.735275268554688
